m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","12001"
"2016-11-01 00:00:00","r","3565"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","387"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13869"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","351"
"2016-12-01 00:00:00","javascript","19838"
"2016-12-01 00:00:00","c","2801"
"2016-12-01 00:00:00","c#","10729"
"2016-12-01 00:00:00","php","11514"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13082"
"2016-12-01 00:00:00","c++","5250"
"2016-12-01 00:00:00","swift","3946"
"2017-01-01 00:00:00","assembly","307"
"2017-01-01 00:00:00","c++","5665"
"2017-01-01 00:00:00","java","14610"
"2017-01-01 00:00:00","c#","11742"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21447"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12673"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","346"
"2017-01-01 00:00:00","swift","4348"
"2017-01-01 00:00:00","python","14313"
"2017-01-01 00:00:00","r","3497"
"2017-02-01 00:00:00","python","14809"
"2017-02-01 00:00:00","java","14604"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21217"
"2017-02-01 00:00:00","c","2735"
"2017-02-01 00:00:00","c#","11535"
"2017-02-01 00:00:00","perl","419"
"2017-02-01 00:00:00","ruby","1632"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5193"
"2017-02-01 00:00:00","php","12571"
"2017-02-01 00:00:00","swift","4073"
"2017-02-01 00:00:00","go","555"
"2017-02-01 00:00:00","r","3685"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6239"
"2017-03-01 00:00:00","c","2976"
"2017-03-01 00:00:00","c#","13032"
"2017-03-01 00:00:00","java","17350"
"2017-03-01 00:00:00","python","17160"
"2017-03-01 00:00:00","perl","428"
"2017-03-01 00:00:00","javascript","23750"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","657"
"2017-03-01 00:00:00","swift","4627"
"2017-03-01 00:00:00","php","14129"
"2017-04-01 00:00:00","c#","11132"
"2017-04-01 00:00:00","c","2866"
"2017-04-01 00:00:00","c++","5896"
"2017-04-01 00:00:00","python","15670"
"2017-04-01 00:00:00","javascript","21281"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12483"
"2017-04-01 00:00:00","assembly","318"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15972"
"2017-04-01 00:00:00","swift","3929"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","perl","376"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16381"
"2017-05-01 00:00:00","r","4326"
"2017-05-01 00:00:00","php","13089"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2748"
"2017-05-01 00:00:00","perl","362"
"2017-05-01 00:00:00","c#","12030"
"2017-05-01 00:00:00","python","16211"
"2017-05-01 00:00:00","javascript","22425"
"2017-05-01 00:00:00","c++","5315"
"2017-05-01 00:00:00","go","588"
"2017-05-01 00:00:00","ruby","1521"
"2017-05-01 00:00:00","swift","4109"
"2017-06-01 00:00:00","javascript","21623"
"2017-06-01 00:00:00","perl","330"
"2017-06-01 00:00:00","c","2363"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11344"
"2017-06-01 00:00:00","assembly","242"
"2017-06-01 00:00:00","c++","4700"
"2017-06-01 00:00:00","python","16057"
"2017-06-01 00:00:00","java","14646"
"2017-06-01 00:00:00","r","4456"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4206"
"2017-06-01 00:00:00","php","11820"
"2017-07-01 00:00:00","c#","11241"
"2017-07-01 00:00:00","javascript","21652"
"2017-07-01 00:00:00","python","16952"
"2017-07-01 00:00:00","c","2057"
"2017-07-01 00:00:00","java","14180"
"2017-07-01 00:00:00","php","11831"
"2017-07-01 00:00:00","c++","5032"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1524"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","341"
"2017-07-01 00:00:00","go","658"
"2017-07-01 00:00:00","r","4589"
"2017-08-01 00:00:00","java","13776"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10994"
"2017-08-01 00:00:00","c","2053"
"2017-08-01 00:00:00","python","16504"
"2017-08-01 00:00:00","go","614"
"2017-08-01 00:00:00","c++","4806"
"2017-08-01 00:00:00","javascript","21397"
"2017-08-01 00:00:00","ruby","1395"
"2017-08-01 00:00:00","perl","368"
"2017-08-01 00:00:00","swift","4193"
"2017-08-01 00:00:00","r","4578"
"2017-08-01 00:00:00","php","11700"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9918"
"2017-09-01 00:00:00","c","2106"
"2017-09-01 00:00:00","python","15482"
"2017-09-01 00:00:00","java","12782"
"2017-09-01 00:00:00","delphi","263"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4483"
"2017-09-01 00:00:00","perl","317"
"2017-09-01 00:00:00","javascript","19027"
"2017-09-01 00:00:00","r","4228"
"2017-09-01 00:00:00","ruby","1224"
"2017-09-01 00:00:00","php","10746"
"2017-09-01 00:00:00","swift","3783"
"2017-10-01 00:00:00","javascript","19911"
"2017-10-01 00:00:00","c","2793"
"2017-10-01 00:00:00","c#","10279"
"2017-10-01 00:00:00","php","10876"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","619"
"2017-10-01 00:00:00","python","16990"
"2017-10-01 00:00:00","java","14042"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5235"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","343"
"2017-10-01 00:00:00","swift","3909"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14216"
"2017-11-01 00:00:00","r","4520"
"2017-11-01 00:00:00","php","10641"
"2017-11-01 00:00:00","assembly","387"
"2017-11-01 00:00:00","c","2965"
"2017-11-01 00:00:00","perl","280"
"2017-11-01 00:00:00","c#","9850"
"2017-11-01 00:00:00","python","17024"
"2017-11-01 00:00:00","javascript","19444"
"2017-11-01 00:00:00","c++","5047"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3680"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4468"
"2017-12-01 00:00:00","c#","8647"
"2017-12-01 00:00:00","java","12012"
"2017-12-01 00:00:00","delphi","188"
"2017-12-01 00:00:00","javascript","17015"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2202"
"2017-12-01 00:00:00","php","9192"
"2017-12-01 00:00:00","ruby","1023"
"2017-12-01 00:00:00","perl","246"
"2017-12-01 00:00:00","swift","3217"
"2017-12-01 00:00:00","python","14989"
"2017-12-01 00:00:00","r","3721"
"2018-01-01 00:00:00","python","16288"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12373"
"2018-01-01 00:00:00","javascript","18972"
"2018-01-01 00:00:00","c#","9444"
"2018-01-01 00:00:00","c","2225"
"2018-01-01 00:00:00","c++","4771"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3761"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10182"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4206"
"2018-02-01 00:00:00","java","12073"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c#","8615"
"2018-02-01 00:00:00","c","2153"
"2018-02-01 00:00:00","python","16374"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4590"
"2018-02-01 00:00:00","javascript","17255"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4512"
"2018-02-01 00:00:00","php","9192"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19197"
"2018-03-01 00:00:00","c#","9845"
"2018-03-01 00:00:00","c","2480"
"2018-03-01 00:00:00","python","17952"
"2018-03-01 00:00:00","c++","5207"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13597"
"2018-03-01 00:00:00","php","9904"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4076"
"2018-04-01 00:00:00","java","13531"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9288"
"2018-04-01 00:00:00","javascript","17992"
"2018-04-01 00:00:00","php","8988"
"2018-04-01 00:00:00","c++","4677"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","267"
"2018-04-01 00:00:00","python","17012"
"2018-04-01 00:00:00","r","4740"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3582"
"2018-05-01 00:00:00","assembly","298"
"2018-05-01 00:00:00","c#","9985"
"2018-05-01 00:00:00","c++","4702"
"2018-05-01 00:00:00","python","17610"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18102"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13503"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","256"
"2018-05-01 00:00:00","swift","3632"
"2018-05-01 00:00:00","php","9523"
"2018-05-01 00:00:00","r","4731"
"2018-06-01 00:00:00","c","1843"
"2018-06-01 00:00:00","c#","8829"
"2018-06-01 00:00:00","assembly","207"
"2018-06-01 00:00:00","c++","4114"
"2018-06-01 00:00:00","java","11837"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","253"
"2018-06-01 00:00:00","javascript","17215"
"2018-06-01 00:00:00","r","4502"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8495"
"2018-06-01 00:00:00","python","16841"
"2018-06-01 00:00:00","ruby","994"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11802"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9450"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1610"
"2018-07-01 00:00:00","perl","261"
"2018-07-01 00:00:00","python","17958"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17848"
"2018-07-01 00:00:00","php","8615"
"2018-07-01 00:00:00","c++","3927"
"2018-07-01 00:00:00","ruby","943"
"2018-07-01 00:00:00","swift","3681"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9562"
"2018-08-01 00:00:00","python","17855"
"2018-08-01 00:00:00","c","1699"
"2018-08-01 00:00:00","java","11399"
"2018-08-01 00:00:00","delphi","206"
"2018-08-01 00:00:00","c++","3943"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","239"
"2018-08-01 00:00:00","javascript","17958"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8584"
"2018-08-01 00:00:00","r","4135"
"2018-08-01 00:00:00","swift","3596"
"2018-09-01 00:00:00","c#","8437"
"2018-09-01 00:00:00","c++","3780"
"2018-09-01 00:00:00","python","16136"
"2018-09-01 00:00:00","c","1861"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","218"
"2018-09-01 00:00:00","php","7773"
"2018-09-01 00:00:00","java","10866"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3800"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12649"
"2018-10-01 00:00:00","php","8308"
"2018-10-01 00:00:00","r","4389"
"2018-10-01 00:00:00","c#","9410"
"2018-10-01 00:00:00","c","2489"
"2018-10-01 00:00:00","c++","4359"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17547"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","299"
"2018-10-01 00:00:00","swift","3300"
"2018-10-01 00:00:00","python","18313"
"2018-11-01 00:00:00","javascript","16309"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18196"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8565"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11870"
"2018-11-01 00:00:00","c++","4408"
"2018-11-01 00:00:00","perl","244"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3001"
"2018-11-01 00:00:00","r","4273"
"2018-11-01 00:00:00","php","7226"
"2018-12-01 00:00:00","javascript","14410"
"2018-12-01 00:00:00","java","10600"
"2018-12-01 00:00:00","c#","7634"
"2018-12-01 00:00:00","c","2242"
"2018-12-01 00:00:00","php","6350"
"2018-12-01 00:00:00","python","15898"
"2018-12-01 00:00:00","c++","3615"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","177"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","232"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3437"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11179"
"2019-01-01 00:00:00","assembly","229"
"2019-01-01 00:00:00","c#","8865"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2326"
"2019-01-01 00:00:00","perl","274"
"2019-01-01 00:00:00","python","17137"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16148"
"2019-01-01 00:00:00","php","7318"
"2019-01-01 00:00:00","c++","3950"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2934"
"2019-02-01 00:00:00","assembly","231"
"2019-02-01 00:00:00","c#","8453"
"2019-02-01 00:00:00","python","17717"
"2019-02-01 00:00:00","c","2089"
"2019-02-01 00:00:00","java","11145"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3793"
"2019-02-01 00:00:00","go","634"
"2019-02-01 00:00:00","perl","263"
"2019-02-01 00:00:00","javascript","15841"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7452"
"2019-02-01 00:00:00","r","4296"
"2019-02-01 00:00:00","swift","2705"
"2019-03-01 00:00:00","java","12237"
"2019-03-01 00:00:00","c++","4500"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17509"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9069"
"2019-03-01 00:00:00","php","7937"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","243"
"2019-03-01 00:00:00","python","20102"
"2019-03-01 00:00:00","r","4548"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2973"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16329"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9222"
"2019-04-01 00:00:00","php","7375"
"2019-04-01 00:00:00","c++","4454"
"2019-04-01 00:00:00","c","2468"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11326"
"2019-04-01 00:00:00","swift","3118"
"2019-04-01 00:00:00","python","20015"
"2019-04-01 00:00:00","ruby","768"
"2019-04-01 00:00:00","perl","219"
"2019-04-01 00:00:00","r","4647"
"2019-05-01 00:00:00","c#","9140"
"2019-05-01 00:00:00","assembly","251"
"2019-05-01 00:00:00","c","2146"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16283"
"2019-05-01 00:00:00","perl","237"
"2019-05-01 00:00:00","java","11277"
"2019-05-01 00:00:00","go","682"
"2019-05-01 00:00:00","c++","4188"
"2019-05-01 00:00:00","php","7141"
"2019-05-01 00:00:00","r","4352"
"2019-05-01 00:00:00","python","19095"
"2019-05-01 00:00:00","swift","3138"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9774"
"2019-06-01 00:00:00","javascript","14978"
"2019-06-01 00:00:00","c#","7718"
"2019-06-01 00:00:00","go","536"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6148"
"2019-06-01 00:00:00","c++","3714"
"2019-06-01 00:00:00","c","1771"
"2019-06-01 00:00:00","python","17472"
"2019-06-01 00:00:00","perl","250"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3119"
"2019-06-01 00:00:00","r","4000"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","194"
"2019-07-01 00:00:00","c++","4326"
"2019-07-01 00:00:00","c","1788"
"2019-07-01 00:00:00","c#","8563"
"2019-07-01 00:00:00","java","10992"
"2019-07-01 00:00:00","python","20001"
"2019-07-01 00:00:00","perl","249"
"2019-07-01 00:00:00","javascript","16378"
"2019-07-01 00:00:00","r","4258"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3078"
"2019-07-01 00:00:00","php","6822"
"2019-08-01 00:00:00","c#","7796"
"2019-08-01 00:00:00","c","1581"
"2019-08-01 00:00:00","c++","3340"
"2019-08-01 00:00:00","python","18220"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15387"
"2019-08-01 00:00:00","assembly","174"
"2019-08-01 00:00:00","php","5928"
"2019-08-01 00:00:00","java","9215"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","204"
"2019-08-01 00:00:00","swift","2570"
"2019-08-01 00:00:00","r","3980"
"2019-09-01 00:00:00","java","9831"
"2019-09-01 00:00:00","c","2046"
"2019-09-01 00:00:00","c#","7944"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15058"
"2019-09-01 00:00:00","c++","3857"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5712"
"2019-09-01 00:00:00","go","626"
"2019-09-01 00:00:00","perl","211"
"2019-09-01 00:00:00","python","17074"
"2019-09-01 00:00:00","r","3978"
"2019-09-01 00:00:00","ruby","726"
"2019-09-01 00:00:00","swift","2575"
"2019-10-01 00:00:00","c#","8533"
"2019-10-01 00:00:00","assembly","327"
"2019-10-01 00:00:00","c++","4921"
"2019-10-01 00:00:00","python","20709"
"2019-10-01 00:00:00","javascript","16170"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2530"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11395"
"2019-10-01 00:00:00","perl","214"
"2019-10-01 00:00:00","ruby","857"
"2019-10-01 00:00:00","php","6224"
"2019-10-01 00:00:00","swift","3130"
"2019-10-01 00:00:00","r","4418"
"2019-11-01 00:00:00","assembly","298"
"2019-11-01 00:00:00","c","2561"
"2019-11-01 00:00:00","c#","8165"
"2019-11-01 00:00:00","c++","4822"
"2019-11-01 00:00:00","perl","230"
"2019-11-01 00:00:00","java","10498"
"2019-11-01 00:00:00","delphi","173"
"2019-11-01 00:00:00","javascript","15944"
"2019-11-01 00:00:00","php","6265"
"2019-11-01 00:00:00","r","4324"
"2019-11-01 00:00:00","go","614"
"2019-11-01 00:00:00","python","20851"
"2019-11-01 00:00:00","ruby","686"
"2019-11-01 00:00:00","swift","2908"
"2019-12-01 00:00:00","assembly","253"
"2019-12-01 00:00:00","delphi","130"
"2019-12-01 00:00:00","java","9362"
"2019-12-01 00:00:00","c#","7384"
"2019-12-01 00:00:00","go","632"
"2019-12-01 00:00:00","python","18623"
"2019-12-01 00:00:00","c","2209"
"2019-12-01 00:00:00","c++","4326"
"2019-12-01 00:00:00","perl","163"
"2019-12-01 00:00:00","ruby","682"
"2019-12-01 00:00:00","javascript","14712"
"2019-12-01 00:00:00","swift","2718"
"2019-12-01 00:00:00","r","3802"
"2019-12-01 00:00:00","php","5436"
"2020-01-01 00:00:00","assembly","239"
"2020-01-01 00:00:00","c#","8640"
"2020-01-01 00:00:00","c","2170"
"2020-01-01 00:00:00","python","22623"
"2020-01-01 00:00:00","java","11477"
"2020-01-01 00:00:00","delphi","178"
"2020-01-01 00:00:00","perl","173"
"2020-01-01 00:00:00","c++","4501"
"2020-01-01 00:00:00","r","4607"
"2020-01-01 00:00:00","go","685"
"2020-01-01 00:00:00","ruby","816"
"2020-01-01 00:00:00","javascript","18028"
"2020-01-01 00:00:00","swift","3155"
"2020-01-01 00:00:00","php","6665"
"2020-02-01 00:00:00","c#","8656"
"2020-02-01 00:00:00","c","2084"
"2020-02-01 00:00:00","c++","4406"
"2020-02-01 00:00:00","python","22854"
"2020-02-01 00:00:00","delphi","169"
"2020-02-01 00:00:00","go","715"
"2020-02-01 00:00:00","javascript","17892"
"2020-02-01 00:00:00","assembly","281"
"2020-02-01 00:00:00","php","6501"
"2020-02-01 00:00:00","java","11530"
"2020-02-01 00:00:00","ruby","705"
"2020-02-01 00:00:00","perl","197"
"2020-02-01 00:00:00","swift","3093"
"2020-02-01 00:00:00","r","5175"
"2020-03-01 00:00:00","java","13160"
"2020-03-01 00:00:00","go","716"
"2020-03-01 00:00:00","c","2655"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8909"
"2020-03-01 00:00:00","python","26538"
"2020-03-01 00:00:00","c++","5081"
"2020-03-01 00:00:00","assembly","315"
"2020-03-01 00:00:00","javascript","20387"
"2020-03-01 00:00:00","perl","214"
"2020-03-01 00:00:00","r","5749"
"2020-03-01 00:00:00","php","6618"
"2020-03-01 00:00:00","swift","3415"
"2020-03-01 00:00:00","ruby","778"
"2020-04-01 00:00:00","java","15275"
"2020-04-01 00:00:00","assembly","404"
"2020-04-01 00:00:00","c++","6785"
"2020-04-01 00:00:00","c#","9987"
"2020-04-01 00:00:00","c","3456"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24515"
"2020-04-01 00:00:00","go","881"
"2020-04-01 00:00:00","perl","239"
"2020-04-01 00:00:00","php","8010"
"2020-04-01 00:00:00","ruby","857"
"2020-04-01 00:00:00","python","32399"
"2020-04-01 00:00:00","swift","3993"
"2020-04-01 00:00:00","r","7013"
"2020-05-01 00:00:00","java","14609"
"2020-05-01 00:00:00","c#","9864"
"2020-05-01 00:00:00","assembly","384"
"2020-05-01 00:00:00","delphi","221"
"2020-05-01 00:00:00","c","3573"
"2020-05-01 00:00:00","javascript","25031"
"2020-05-01 00:00:00","go","825"
"2020-05-01 00:00:00","c++","7015"
"2020-05-01 00:00:00","php","7838"
"2020-05-01 00:00:00","python","34241"
"2020-05-01 00:00:00","perl","228"
"2020-05-01 00:00:00","ruby","772"
"2020-05-01 00:00:00","r","6816"
"2020-05-01 00:00:00","swift","4028"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12905"
"2020-06-01 00:00:00","c++","6111"
"2020-06-01 00:00:00","c","2737"
"2020-06-01 00:00:00","php","7102"
"2020-06-01 00:00:00","assembly","358"
"2020-06-01 00:00:00","c#","8985"
"2020-06-01 00:00:00","go","757"
"2020-06-01 00:00:00","javascript","23166"
"2020-06-01 00:00:00","perl","202"
"2020-06-01 00:00:00","python","31528"
"2020-06-01 00:00:00","r","6217"
"2020-06-01 00:00:00","ruby","668"
"2020-06-01 00:00:00","swift","3693"
"2020-07-01 00:00:00","delphi","208"
"2020-07-01 00:00:00","java","12383"
"2020-07-01 00:00:00","javascript","23220"
"2020-07-01 00:00:00","c++","5591"
"2020-07-01 00:00:00","c#","8863"
"2020-07-01 00:00:00","assembly","286"
"2020-07-01 00:00:00","c","2240"
"2020-07-01 00:00:00","python","30435"
"2020-07-01 00:00:00","php","6909"
"2020-07-01 00:00:00","r","5599"
"2020-07-01 00:00:00","go","700"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","178"
"2020-07-01 00:00:00","swift","3463"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20789"
"2020-08-01 00:00:00","perl","194"
"2020-08-01 00:00:00","java","11042"
"2020-08-01 00:00:00","assembly","278"
"2020-08-01 00:00:00","c#","8042"
"2020-08-01 00:00:00","r","5081"
"2020-08-01 00:00:00","c","2031"
"2020-08-01 00:00:00","python","26479"
"2020-08-01 00:00:00","php","5839"
"2020-08-01 00:00:00","c++","5117"
"2020-08-01 00:00:00","go","767"
"2020-08-01 00:00:00","ruby","606"
"2020-08-01 00:00:00","swift","3138"
"2020-09-01 00:00:00","java","10834"
"2020-09-01 00:00:00","delphi","183"
"2020-09-01 00:00:00","c","2301"
"2020-09-01 00:00:00","c#","7349"
"2020-09-01 00:00:00","javascript","19647"
"2020-09-01 00:00:00","assembly","309"
"2020-09-01 00:00:00","c++","4261"
"2020-09-01 00:00:00","go","814"
"2020-09-01 00:00:00","r","5395"
"2020-09-01 00:00:00","perl","173"
"2020-09-01 00:00:00","ruby","576"
"2020-09-01 00:00:00","python","25272"
"2020-09-01 00:00:00","swift","3035"
"2020-09-01 00:00:00","php","5704"
"2020-10-01 00:00:00","c#","7094"
"2020-10-01 00:00:00","c++","4784"
"2020-10-01 00:00:00","python","26712"
"2020-10-01 00:00:00","assembly","392"
"2020-10-01 00:00:00","java","10909"
"2020-10-01 00:00:00","c","2540"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19329"
"2020-10-01 00:00:00","delphi","196"
"2020-10-01 00:00:00","ruby","552"
"2020-10-01 00:00:00","r","5813"
"2020-10-01 00:00:00","swift","2781"
"2020-10-01 00:00:00","perl","177"
"2020-10-01 00:00:00","php","5527"
"2020-11-01 00:00:00","c","2957"
"2020-11-01 00:00:00","delphi","211"
"2020-11-01 00:00:00","go","622"
"2020-11-01 00:00:00","javascript","18534"
"2020-11-01 00:00:00","java","10597"
"2020-11-01 00:00:00","c#","7018"
"2020-11-01 00:00:00","assembly","430"
"2020-11-01 00:00:00","python","26571"
"2020-11-01 00:00:00","perl","157"
"2020-11-01 00:00:00","c++","4897"
"2020-11-01 00:00:00","php","5738"
"2020-11-01 00:00:00","ruby","592"
"2020-11-01 00:00:00","r","5658"
"2020-11-01 00:00:00","swift","2665"
